LINK_IMAGE,FEC_ELECTION_YR,CMTE_NM,CMTE_ID,CMTE_TP,CMTE_DSGN,CMTE_FILING_FREQ,ADDRESS,CMTE_CITY,CMTE_ST,CMTE_ZIP,TRES_NM,CAND_ID,CAND_NAME,CAND_ELECTION_YR,FORM_TP_CD,RPT_TP,RPT_YR,RECEIPT_DT,INDV_ITEM_CONTB,INDV_UNITEM_CONTB,INDV_CONTB,INDV_REF,PTY_CMTE_CONTB,OTH_CMTE_CONTB,OTH_CMTE_REF,CAND_CNTB,TTL_CONTB,TTL_CONTB_REF,CAND_LOAN,CAND_LOAN_REPYMNT,OTH_LOANS,OTH_LOAN_REPYMTS,TTL_LOANS,TTL_LOAN_REPYMTS,TRANF_FROM_OTHER_AUTH_CMTE,TRANF_FROM_NONFED_ACCT_PER,TRANF_FROM_NONFED_LEVIN_PER,TTL_NONFED_TRANF_PER,OTHER_RECEIPTS,TTL_RECEIPTS,TTL_FED_RECEIPTS_PER,OP_EXP_PER,SHARED_FED_OP_EXP_PER,SHARED_NONFED_OP_EXP_PER,TTL_OP_EXP_PER,OFFSETS_TO_OP_EXP,SHARED_FED_ACTVY_FED_SHR_PER,SHARED_FED_ACTVY_NONFED_PER,NON_ALLOC_FED_ELECT_ACTVY_PER,TTL_FED_ELECT_ACTVY_PER,FED_CAND_CMTE_CONTB_PER,FED_CAND_CONTB_REF_PER,INDT_EXP_PER,COORD_EXP_BY_PTY_CMTE_PER,LOANS_MADE_PER,LOAN_REPYMTS_RECEIVED_PER,TRANF_TO_OTHER_AUTH_CMTE,FNDRSG_DISB,OFFSETS_TO_FNDRSG,EXEMPT_LEGAL_ACCTG_DISB,OFFSETS_TO_LEGAL_ACCTG,TTL_OFFSETS_TO_OP_EXP,OTHER_DISB_PER,TTL_FED_DISB_PER,TTL_DISB,NET_CONTB,NET_OP_EXP,COH_BOP,COH_COP,DEBTS_OWED_BY_CMTE,DEBTS_OWED_TO_CMTE,CVG_START_DT,TIME_STAMP,CVG_END_DT,POL_PTY_CMTE_CONTB,CAND_ID,COH_BOY,COH_COY,EXP_PRIOR_YRS_SUBJECT_LIM_PER,EXP_SUBJECT_LIMITS_PER,FED_FUNDS_PER,ITEM_CONVN_EXP_DISB_PER,ITEM_OTHER_DISB_PER,ITEM_OTHER_INCOME_PER,ITEM_OTHER_REF_REB_RET_PER,ITEM_REF_REB_RET_PER,OTHER_FED_OP_EXP_PER,SUBTTL_CONVN_EXP_DISB_PER,SUBTTL_OTHER_REF_REB_RET_PER,SUBTTL_REF_REB_RET_PER,TTL_COMMUNICATION_COST,TTL_EXP_SUBJECT_LIMITS,UNITEM_CONVN_EXP_DISB_PER,UNITEM_OTHER_DISB_PER,UNITEM_OTHER_INCOME_PER,UNITEM_OTHER_REF_REB_RET_PER,UNITEM_REF_REB_RET_PER
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833020tabIndex=3","2024","JOSEPH MALDONADO TO FREE AMERICA","C00833020","P","P","T","PO BOX 1073","GRANGER","IN","46530","TAMARA SPRINGER","P60018249","MALDONADO, JOSEPH A","2024","F3P","YE","2023","25-JAN-24","1116","1393","2508.65","0","0","0","0","0","2508.65","0","0","0","0","0","0","0","0","","","","0","2508.65","","1512.53","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","1512.53","15269.61","12903.6","1369.89","2366.01","0","0","2023-10-01","2023-12-31T00:00:00-05:00","2023-12-31","0","P60018249","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833020tabIndex=3","2024","JOSEPH MALDONADO TO FREE AMERICA","C00833020","P","P","T","PO BOX 1073","GRANGER","IN","46530","TAMARA SPRINGER","P60018249","MALDONADO, JOSEPH A","2024","F3P","Q1","2024","07-APR-24","328","475","802.85","0","0","0","0","0","802.85","0","0","0","0","0","0","0","0","","","","0","802.85","","1442.15","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","1442.15","16072.46","14345.75","2366.01","1726.71","0","0","2024-01-01","2024-03-31T00:00:00-05:00","2024-03-31","0","P60018249","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833020tabIndex=3","2024","JOSEPH MALDONADO TO FREE AMERICA","C00833020","P","P","T","PO BOX 1073","GRANGER","IN","46530","TAMARA SPRINGER","P60018249","MALDONADO, JOSEPH A","2024","F3P","TER","2024","02-MAY-24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","","338","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","338","16072.46","14683.75","1726.71","1388.71","0","0","2024-04-07","2024-05-02T00:00:00-05:00","2024-05-02","0","P60018249","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833160tabIndex=3","2024","PERRY JOHNSON FOR PRESIDENT INC.","C00833160","P","P","M","755 W BIG BEAVER RD #1300","TROY","MI","48084","JOHNSON, PERRY JR.","P40010928","JOHNSON, PERRY","2024","F3P","Q1","2023","21-MAR-24","3250","2588","5838","0","0","0","0","362517.5","368355.5","0","3400040","0","0","0","3400040","0","0","","","","0","3768395.5","","1722971.92","","","","0","","","","","","","","","","","0","0","0","0","0","0","2730.31","","1725702.23","368355.5","1722971.92","0","2042693.27","3400040","0","2023-01-01","2023-03-31T00:00:00-05:00","2023-03-31","0","P40010928","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833160tabIndex=3","2024","PERRY JOHNSON FOR PRESIDENT INC.","C00833160","P","P","M","755 W BIG BEAVER RD #1300","TROY","MI","48084","JOHNSON, PERRY JR.","P40010928","JOHNSON, PERRY","2024","F3","Q1","2023","15-APR-23","5838","0","5838","0","0","0","0","328000","333838","0","3429557.5","0","0","0","3429557.5","0","0","","","","0","3763395.5","","1724189.66","","","","0","","","","","","","","","","","0","0","","","","","2730.31","","1726919.97","333838","1724189.66","0","2036475.53","3429557.5","0","2023-01-01","2023-03-31T00:00:00-05:00","2023-03-31","0","P40010928","","","","","","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833160tabIndex=3","2024","PERRY JOHNSON FOR PRESIDENT INC.","C00833160","P","P","M","755 W BIG BEAVER RD #1300","TROY","MI","48084","JOHNSON, PERRY JR.","P40010928","JOHNSON, PERRY","2024","F3","Q2","2023","15-JUL-23","61184.51","0","61184.51","0","0","0","0","0","61184.51","0","4986100","0","0","0","4986100","0","0","","","","0","5047284.51","","4539318.75","","","","0","","","","","","","","","","","0","0","","","","","4000","","4543318.75","61184.51","4539318.75","2036475.53","2540441.29","8415657.5","0","2023-04-01","2023-06-30T00:00:00-05:00","2023-06-30","0","P40010928","","","","","","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833160tabIndex=3","2024","PERRY JOHNSON FOR PRESIDENT INC.","C00833160","P","P","M","755 W BIG BEAVER RD #1300","TROY","MI","48084","JOHNSON, PERRY JR.","P40010928","JOHNSON, PERRY","2024","F3P","Q2","2023","29-MAR-24","17521","71254","88775.02","0","0","0","0","0","88775.02","0","4986000","0","0","0","4986000","0","0","","","","0","5074775.02","","4875128","","","","0","","","","","","","","","","","0","0","0","0","0","0","5104.85","","4880232.85","457130.52","6598099.92","2042693.27","2237235.44","8386040","0","2023-04-01","2023-06-30T00:00:00-05:00","2023-06-30","0","P40010928","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833160tabIndex=3","2024","PERRY JOHNSON FOR PRESIDENT INC.","C00833160","P","P","M","755 W BIG BEAVER RD #1300","TROY","MI","48084","JOHNSON, PERRY JR.","P40010928","JOHNSON, PERRY","2024","F3P","Q3","2023","21-MAR-24","12236","76371","88607.44","0","0","0","0","1556000","1644607.43","0","4068100","600100","0","0","4068100","600100","0","","","","0","5712707.43","","7162904.68","","","","0","","","","","","","","","","","0","0","0","0","0","0","30582.67","","7793587.35","2101737.95","13761004.6","2237235.44","156355.52","11854040","0","2023-07-01","2023-09-30T00:00:00-05:00","2023-09-30","0","P40010928","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833160tabIndex=3","2024","PERRY JOHNSON FOR PRESIDENT INC.","C00833160","P","P","M","755 W BIG BEAVER RD #1300","TROY","MI","48084","JOHNSON, PERRY JR.","P40010928","JOHNSON, PERRY","2024","F3","Q3","2023","15-OCT-23","19462","68722.19","88184.19","0","0","0","0","1556000","1644184.19","0","4118100","0","0","0","4118100","0","0","","","","0","5762284.19","","7144393.24","","","","0","","","","","","","","","","","0","0","","","","","30582.67","","7174975.91","1644184.19","7144393.24","2540441.29","1127749.57","12503240","0","2023-07-01","2023-09-30T00:00:00-05:00","2023-09-30","0","P40010928","","","","","","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833160tabIndex=3","2024","PERRY JOHNSON FOR PRESIDENT INC.","C00833160","P","P","M","755 W BIG BEAVER RD #1300","TROY","MI","48084","JOHNSON, PERRY JR.","P40010928","JOHNSON, PERRY","2024","F3X","YE","2023","31-JAN-24","972.03","0","972.03","0","0","0","0","","972.03","0","0","0","","0","0","0","0","0","0","0","0","972.03","972.03","0","0","0","227917.43","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","227917.43","227917.43","972.03","227917.43","1127749.57","900804.17","0","0","2023-10-01","2023-12-31T00:00:00-05:00","2023-12-31","0","P40010928","","","","","","","","","","","227917.43","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833160tabIndex=3","2024","PERRY JOHNSON FOR PRESIDENT INC.","C00833160","P","P","M","755 W BIG BEAVER RD #1300","TROY","MI","48084","JOHNSON, PERRY JR.","P40010928","JOHNSON, PERRY","2024","F3P","YE","2023","21-MAR-24","665","307","972.03","0","0","0","0","0","972.03","0","573756","168913.82","0","0","573756","168913.82","0","","","","0","574728.03","","557777","","","","0","","","","","","","","","","","0","0","0","0","0","0","52.44","","726743.26","2102709.98","14318781.6","156355.52","4340.29","12258882.18","0","2023-10-01","2023-12-31T00:00:00-05:00","2023-12-31","0","P40010928","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833160tabIndex=3","2024","PERRY JOHNSON FOR PRESIDENT INC.","C00833160","P","P","M","755 W BIG BEAVER RD #1300","TROY","MI","48084","JOHNSON, PERRY JR.","P40010928","JOHNSON, PERRY","2024","F3P","M2","2024","21-FEB-24","0","47","47","0","0","0","0","0","47","0","0","0","0","0","0","0","0","","","","0","47","","628.19","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","628.19","2102756.98","14319409.79","4340.29","3759.1","12258882.18","0","2024-01-01","2024-01-31T00:00:00-05:00","2024-01-31","0","P40010928","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833160tabIndex=3","2024","PERRY JOHNSON FOR PRESIDENT INC.","C00833160","P","P","M","755 W BIG BEAVER RD #1300","TROY","MI","48084","JOHNSON, PERRY JR.","P40010928","JOHNSON, PERRY","2024","F3P","M3","2024","20-MAR-24","0","0","0","0","0","0","0","0","0","0","0","3095.62","0","0","0","3095.62","0","","","","0","0","","663.48","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","3759.1","2102756.98","14320139.43","3759.1","0","11509786.56","0","2024-02-01","2024-02-29T00:00:00-05:00","2024-02-29","0","P40010928","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833160tabIndex=3","2024","PERRY JOHNSON FOR PRESIDENT INC.","C00833160","P","P","M","755 W BIG BEAVER RD #1300","TROY","MI","48084","JOHNSON, PERRY JR.","P40010928","JOHNSON, PERRY","2024","F3P","M4","2024","30-APR-24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","","0","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","0","2102756.98","14320073.27","0","0","12258882.18","0","2024-03-01","2024-03-31T00:00:00-05:00","2024-03-31","0","P40010928","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833160tabIndex=3","2024","PERRY JOHNSON FOR PRESIDENT INC.","C00833160","P","P","M","755 W BIG BEAVER RD #1300","TROY","MI","48084","JOHNSON, PERRY JR.","P40010928","JOHNSON, PERRY","2024","F3P","TER","2024","13-MAY-24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","","0","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","0","2102756.98","14320073.27","0","0","12255786.56","0","2024-04-01","2024-04-30T00:00:00-05:00","2024-04-30","0","P40010928","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833335tabIndex=3","2024","US-MELLORISM","C00833335","P","P","T","POB 753252","FAIRBANKS","AK","997753251","GLENDA JO WOODWARD","P40010761","WOODWARD, GLENDA JO","2024","F3","TER","2023","10-MAR-23","0","0","0","5011","0","0","0","13.85","13.85","5011","0","0","0","0","0","0","0","","","","0","13.85","","0","","","","0","","","","","","","","","","","0","0","","","","","13.85","","5024.85","13.85","0","5011","0","0","0","2023-02-16","2023-03-10T00:00:00-05:00","2023-03-10","0","P40010761","","","","","","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833392tabIndex=3","2024","NIKKI HALEY FOR PRESIDENT INC.","C00833392","P","P","Q","186 SEVEN FARMS DR STE F-370","DANIEL ISLAND","SC","29492","DIEHR, SARA","P40010977","HALEY, NIKKI","2024","F3P","Q1","2023","15-APR-23","2485638","798184","3283822.07","0","0","0","0","0","3283822.07","0","0","0","0","0","0","0","1841608.7","","","","0","5125430.77","","1055881.32","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","1055881.32","3283822.07","1055881.32","0","4069549.45","0","0","2023-01-01","2023-03-31T00:00:00-05:00","2023-03-31","0","P40010977","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833392tabIndex=3","2024","NIKKI HALEY FOR PRESIDENT INC.","C00833392","P","P","Q","186 SEVEN FARMS DR STE F-370","DANIEL ISLAND","SC","29492","DIEHR, SARA","P40010977","HALEY, NIKKI","2024","F3P","Q2","2023","15-JUL-23","3456781","870387","4327167.45","6750","0","6000","0","0","4333167.45","6750","0","0","0","0","0","0","1009105.28","","","","0","5343472.27","","2592238.66","","","","1199.54","","","","","","","","","","","0","0","0","0","0","1199.54","500","","2599488.66","7610239.52","3646920.44","4069549.45","6813533.06","0","0","2023-04-01","2023-06-30T00:00:00-05:00","2023-06-30","0","P40010977","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833392tabIndex=3","2024","NIKKI HALEY FOR PRESIDENT INC.","C00833392","P","P","Q","186 SEVEN FARMS DR STE F-370","DANIEL ISLAND","SC","29492","DIEHR, SARA","P40010977","HALEY, NIKKI","2024","F3P","Q3","2023","15-OCT-23","4757522","1746508","6504030","74930","0","13800","0","0","6517830","74930","0","0","0","0","0","0","1710342.03","","","","0","8240333.37","","3423044.1","","","","12161.34","","","","","","","","","","","0","0","0","0","0","12161.34","4200","","3502174.1","14053139.52","7057803.2","6813533.06","11551692.33","0","0","2023-07-01","2023-09-30T00:00:00-05:00","2023-09-30","0","P40010977","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833392tabIndex=3","2024","NIKKI HALEY FOR PRESIDENT INC.","C00833392","P","P","Q","186 SEVEN FARMS DR STE F-370","DANIEL ISLAND","SC","29492","DIEHR, SARA","P40010977","HALEY, NIKKI","2024","F3P","YE","2023","31-JAN-24","11297699","3380123","14677821.51","179485.53","0","7800","0","0","14685621.51","179485.53","0","0","0","0","0","0","2610052","","","","0","17316948.01","","14116773.22","","","","21274.5","","","","","","","","","","","0","0","0","0","0","21274.5","15500","","14311758.75","28559275.5","21153301.92","11551692.33","14556881.59","0","0","2023-10-01","2023-12-31T00:00:00-05:00","2023-12-31","0","P40010977","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833392tabIndex=3","2024","NIKKI HALEY FOR PRESIDENT INC.","C00833392","P","P","Q","186 SEVEN FARMS DR STE F-370","DANIEL ISLAND","SC","29492","DIEHR, SARA","P40010977","HALEY, NIKKI","2024","F3P","M2","2024","20-FEB-24","6442457","3354714","9797170.94","23618","0","0","0","0","9797170.94","23618","0","0","0","0","0","0","1752035.73","","","","0","11549206.67","","13083182.07","","","","0","","","","","","","","","","","0","0","0","0","0","0","1250","","13108050.07","38332828.44","34236483.99","14556881.59","12998038.19","0","0","2024-01-01","2024-01-31T00:00:00-05:00","2024-01-31","0","P40010977","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833392tabIndex=3","2024","NIKKI HALEY FOR PRESIDENT INC.","C00833392","P","P","Q","186 SEVEN FARMS DR STE F-370","DANIEL ISLAND","SC","29492","DIEHR, SARA","P40010977","HALEY, NIKKI","2024","F3P","M3","2024","20-MAR-24","5030984","2254319","7285303.65","41910.35","0","5200","0","0","7290503.65","41910.35","0","0","0","0","0","0","1310226.37","","","","0","8605992.82","","10058301.72","","","","5262.8","","","","","","","","","","","0","0","0","0","0","5262.8","0","","10100212.07","45581421.74","44289522.91","12998038.19","11503818.94","0","0","2024-02-01","2024-02-29T00:00:00-05:00","2024-02-29","0","P40010977","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833392tabIndex=3","2024","NIKKI HALEY FOR PRESIDENT INC.","C00833392","P","P","Q","186 SEVEN FARMS DR STE F-370","DANIEL ISLAND","SC","29492","DIEHR, SARA","P40010977","HALEY, NIKKI","2024","F3P","M4","2024","20-APR-24","672158","363050","1035207.95","35411.02","0","0","0","0","1035207.95","35411.02","0","0","0","0","0","0","0","","","","0","1035817.55","","4666885.22","","","","609.6","","","","","","","","","","","0","0","0","0","0","609.6","0","","4702296.24","46581218.67","48955798.53","11503818.94","7837340.25","0","0","2024-03-01","2024-03-31T00:00:00-05:00","2024-03-31","0","P40010977","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833467tabIndex=3","2024","COMMITTEE FOR ANGELINE PAYNE FOR US PRESIDENT","C00833467","P","P","Q","4585 SPRING VALLEY PKWY","ATLANTA","GA","30349","PAYNE, ANGELINE L MRS","P40010951","PAYNE, ANGELINE L MRS.","2024","F3P","Q1","2023","11-MAY-23","5060","287","5347","0","0","0","0","0","5347","0","0","0","0","0","0","0","0","","","","0","5347","","5107","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","5107","5347","5107","287","527","0","0","2023-01-01","2023-03-31T00:00:00-05:00","2023-03-31","0","P40010951","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833467tabIndex=3","2024","COMMITTEE FOR ANGELINE PAYNE FOR US PRESIDENT","C00833467","P","P","Q","4585 SPRING VALLEY PKWY","ATLANTA","GA","30349","PAYNE, ANGELINE L MRS","P40010951","PAYNE, ANGELINE L MRS.","2024","F3P","Q2","2023","17-JUL-23","3970","295","4265","0","0","0","0","1500","5765","0","0","0","0","0","0","0","0","","","","0","5765","","1329","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","1329","5765","455","0","4436","0","0","2023-04-01","2023-06-30T00:00:00-05:00","2023-06-30","0","P40010951","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833467tabIndex=3","2024","COMMITTEE FOR ANGELINE PAYNE FOR US PRESIDENT","C00833467","P","P","Q","4585 SPRING VALLEY PKWY","ATLANTA","GA","30349","PAYNE, ANGELINE L MRS","P40010951","PAYNE, ANGELINE L MRS.","2024","F3P","YE","2023","01-FEB-24","1267","331","1598","0","0","1326","0","626","3550","0","0","0","0","0","0","0","0","","","","0","3550","","1462","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","1462","0","0","0","2088","0","0","2023-10-01","2023-12-31T00:00:00-05:00","2023-12-31","0","P40010951","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833467tabIndex=3","2024","COMMITTEE FOR ANGELINE PAYNE FOR US PRESIDENT","C00833467","P","P","Q","4585 SPRING VALLEY PKWY","ATLANTA","GA","30349","PAYNE, ANGELINE L MRS","P40010951","PAYNE, ANGELINE L MRS.","2024","F3P","Q1","2024","15-APR-24","4212","100","4312","0","0","6643","0","0","10955","0","0","0","0","0","0","0","0","","","","0","10955","","235","","","","0","","","","","","","","","","","0","2120","0","0","0","0","0","","2355","5347","5317","5397","13997","0","0","2024-01-01","2024-03-31T00:00:00-05:00","2024-03-31","0","P40010951","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833913tabIndex=3","2024","VIVEK 2024","C00833913","P","P","Q","PO BOX 59434","BIRMINGHAM","AL","35259","RUTLAND, JANNA","P40011082","RAMASWAMY, VIVEK","2024","F3P","Q1","2023","15-APR-23","436083","415555","851637.44","0","0","7300","0","309486.12","1168423.56","0","10250000","0","0","0","10250000","0","0","","","","0","11418448.56","","2050760.34","","","","25","","","","","","","","","","","0","0","0","0","0","25","400","","2051160.34","1168423.56","2050735.34","0","9367288.22","10250000","0","2023-01-01","2023-03-31T00:00:00-05:00","2023-03-31","0","P40011082","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833913tabIndex=3","2024","VIVEK 2024","C00833913","P","P","Q","PO BOX 59434","BIRMINGHAM","AL","35259","RUTLAND, JANNA","P40011082","RAMASWAMY, VIVEK","2024","F3P","Q2","2023","15-JUL-23","1074935","1229889","2304824.51","0","0","0","0","440975.86","2745800.37","0","5000000","0","0","0","5000000","0","0","","","","0","7746231.87","","8078880.6","","","","431.5","","","","","","","","","","","0","0","0","0","0","431.5","4000","","8082880.6","3914223.93","10129184.44","9367288.22","9030639.49","15250000","0","2023-04-01","2023-06-30T00:00:00-05:00","2023-06-30","0","P40011082","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833913tabIndex=3","2024","VIVEK 2024","C00833913","P","P","Q","PO BOX 59434","BIRMINGHAM","AL","35259","RUTLAND, JANNA","P40011082","RAMASWAMY, VIVEK","2024","F3P","Q3","2023","15-OCT-23","3583305","2821170","6404475.07","7600","0","4450","0","1023744.17","7432669.24","7600","0","0","0","0","0","0","0","","","","8753.12","7444499.34","","12219662.28","","","","3076.98","","","","","","","","","","","0","0","0","0","0","3076.98","0","","12227262.28","11339293.17","22345769.74","9030639.49","4247876.55","15250000","0","2023-07-01","2023-09-30T00:00:00-05:00","2023-09-30","0","P40011082","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833913tabIndex=3","2024","VIVEK 2024","C00833913","P","P","Q","PO BOX 59434","BIRMINGHAM","AL","35259","RUTLAND, JANNA","P40011082","RAMASWAMY, VIVEK","2024","F3P","YE","2023","31-JAN-24","1229764","659759","1889522.97","250","0","2000","950","50850.63","1942373.6","1200","8500000","0","0","0","8500000","0","0","","","","3717.86","10446565.9","","13203794.02","","","","474.44","","","","","","","","","","","0","0","0","0","0","474.44","0","","13204994.02","13280466.77","35549089.32","4247876.55","1489448.43","23750000","0","2023-10-01","2023-12-31T00:00:00-05:00","2023-12-31","0","P40011082","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833913tabIndex=3","2024","VIVEK 2024","C00833913","P","P","Q","PO BOX 59434","BIRMINGHAM","AL","35259","RUTLAND, JANNA","P40011082","RAMASWAMY, VIVEK","2024","F3P","M2","2024","20-FEB-24","202628","191958","394586.55","3400","0","0","0","12778.7","407365.25","3400","3920000","0","0","0","3920000","0","0","","","","830.21","4335211.54","","3979097.82","","","","7016.08","","","","","","","","","","","0","0","0","0","0","7016.08","0","","3982497.82","13684432.02","39521171.06","1489448.43","1842162.15","27670000","0","2024-01-01","2024-01-31T00:00:00-05:00","2024-01-31","0","P40011082","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00833913tabIndex=3","2024","VIVEK 2024","C00833913","P","P","Q","PO BOX 59434","BIRMINGHAM","AL","35259","RUTLAND, JANNA","P40011082","RAMASWAMY, VIVEK","2024","F3P","Q1","2024","15-APR-24","-637650","-422","-638072.21","101983.27","0","0","0","0","-638072.21","101983.27","1200000","0","0","0","1200000","0","0","","","","664.96","746016.48","","2400777.78","","","","183423.73","","","","","","","","","","","0","0","0","0","0","183423.73","0","","2502761.05","12944376.54","41738525.11","1842162.15","85417.58","24008187.5","0","2024-02-01","2024-03-31T00:00:00-05:00","2024-03-31","0","P40011082","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00834069tabIndex=3","2024","JACOB HORNBERGER FOR PRESIDNET","C00834069","P","P","Q","43176 CENTER POST TERRACE","BROADLANDS","VA","20148","PORTER, JAKE MR.","P00014175","HORNBERGER, JACOB GEORGE MR.","2024","F3P","Q1","2023","13-APR-23","20000","1141","21141","0","0","0","0","35","21176","0","0","0","0","0","0","0","0","","","","0","21176","","9703.09","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","9703.09","21176","9703.09","0","11472.91","0","0","2023-01-01","2023-03-31T00:00:00-05:00","2023-03-31","0","P00014175","","","","","0","","","","","","","","","","","","","","","",""
"http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00834069tabIndex=3","2024","JACOB HORNBERGER FOR PRESIDNET","C00834069","P","P","Q","43176 CENTER POST TERRACE","BROADLANDS","VA","20148","PORTER, JAKE MR.","P00014175","HORNBERGER, JACOB GEORGE MR.","2024","F3P","Q2","2023","04-JUL-23","8425","970","9395","0","0","0","0","0","9395","0","0","0","0","0","0","0","0","","","","0","9395","","3383.87","","","","0","","","","","","","","","","","0","0","0","0","0","0","0","","3383.87","9395","3383.87","11472.91","17484.04","0","0","2023-04-01","2023-06-30T00:00:00-05:00","2023-06-30","0","P00014175","","","","","0","","","","","","","","","","","","","","","",""
